id,sex,age,BMI
A00147.png,Male,70,28.97017600612609
A00360.png,Male,73,24.657401131127912
A00367.png,Male,65,33.22233110445602
A01054.png,Male,65,25.994860632523952
A01072.png,Male,63,28.791576171077505
A01077.png,Male,66,27.36425888019032
A01148.png,Male,64,23.70616127811942
A01157.png,Male,74,28.06947974947917
A01181.png,Male,64,26.634569436004767
A01237.png,Male,69,25.590868220041283
A01258.png,Male,78,22.803549066825266
A01285.png,Male,65,28.428424503308825
A01349.png,Male,74,29.98132161644515
A01356.png,Male,66,32.533063335337374
A01365.png,Male,71,27.30572021416777
A01399.png,Male,80,27.51628254063581
A01411.png,Male,79,27.61038330252048
A01422.png,Male,69,20.340202717013884
A01457.png,Male,82,35.1174655629109
A01467.png,Male,73,24.244857468795924
A01531.png,Male,67,27.31508508538123
A01615.png,Male,69,23.11948801626667
A01676.png,Male,65,23.62385737114052
A01680.png,Male,72,22.953711213061236
A01681.png,Male,72,21.40912074259609
A01694.png,Male,67,21.92337643706839
A01729.png,Male,66,31.56135291795919
A01736.png,Male,69,28.886449875137743
A01759.png,Male,68,23.03326093686201
A01796.png,Male,72,29.57769886250945
A01806.png,Male,68,28.49292544087071
A01815.png,Male,64,34.20532360023789
A01824.png,Male,73,28.476283803819445
A01834.png,Male,70,24.99404109866668
A01860.png,Male,74,30.12041814820416
A01889.png,Male,65,34.93989473112426
A01906.png,Male,72,16.979647485507247
A01909.png,Male,67,20.670875199747957
A01929.png,Male,65,23.715691029498267
A01939.png,Male,67,25.658433383376327
A01950.png,Male,66,38.241119119533714
A01958.png,Male,57,22.147366285444235
A01990.png,Male,67,25.06322145261775
A01996.png,Male,64,21.66256495732653
A02005.png,Male,65,19.763075857915226
A02008.png,Male,68,24.20652224173553
A02049.png,Male,65,21.11382252545684
A02074.png,Male,67,30.84404944255102
A02077.png,Male,63,29.28408157885341
A02079.png,Male,63,29.69333394986226
A02088.png,Male,64,27.31508508538123
A02099.png,Male,70,23.62385737114052
A02133.png,Male,68,22.04343076459775
A02232.png,Male,64,21.92337643706839
A02244.png,Male,66,24.39041401040905
A02270.png,Male,64,28.192243103155818
A02306.png,Male,68,22.092947042571424
A02312.png,Male,67,26.62717446590909
A02350.png,Male,71,21.47499315782583
A02376.png,Male,70,29.97276903963453
A02436.png,Male,63,25.674120010956912
A06045.png,Male,65,24.99404109866668
A06264.png,Male,70,28.053330628229364
A06342.png,Male,70,33.24362387865014
A08064.png,Male,75,33.98123347745601
A08086.png,Male,65,30.81800966155525
A08095.png,Male,67,20.494855498002764
A08141.png,Male,63,43.0382085244898
A08225.png,Male,72,18.558333718663917
A08230.png,Male,62,23.48933189685899
A08240.png,Male,65,27.97483554091837
A08307.png,Male,64,27.12027028935185
A10002.png,Male,64,24.40340131571117
A10008.png,Male,62,31.515249699147
A10037.png,Male,62,19.489682331190924
A10133.png,Male,63,32.0730417292204
A10165.png,Male,71,32.925751211027105
A10203.png,Male,77,28.118296236
A10300.png,Male,65,30.33884120964187
A10307.png,Male,73,23.00892124052768
A10309.png,Male,65,39.443721108833344
A10388.png,Male,68,27.78553533379882
A10397.png,Male,68,28.791576171077505
A10398.png,Male,69,20.983803161194032
A10410.png,Male,67,30.66159483953168
A10413.png,Male,74,29.854710764807173
A10447.png,Male,67,27.36425888019032
A10459.png,Male,65,21.614441165344186
A10465.png,Male,68,30.075865743141307
A10480.png,Male,67,22.70635416696369
A10487.png,Male,65,31.31687405177336
A10506.png,Male,66,23.107596387716264
A10508.png,Male,63,44.75634134605917
A10510.png,Male,64,25.797881390894663
A10514.png,Male,63,22.236407737653064
A10574.png,Male,72,27.43405854063361
A10582.png,Male,63,23.399638167011016
A10628.png,Male,65,22.592754092286505
A10654.png,Male,65,33.445205298010386
A10656.png,Male,66,25.68123553930461
A10695.png,Male,68,36.61697892526779
A10763.png,Male,63,28.548678321244893
A10859.png,Male,83,32.0730417292204
A10883.png,Male,72,25.82292511469388
A10913.png,Male,64,23.61936883824
A10935.png,Male,73,24.32378567128028
A10936.png,Male,69,19.731038793361552
A10938.png,Male,65,29.289891912500003
A10939.png,Male,64,33.37635601424397
A10940.png,Male,65,28.69213901632653
A10951.png,Male,68,26.872137759672334
A10970.png,Male,66,29.52982171392565
A11005.png,Male,66,37.01285933106122
A11030.png,Male,67,25.838593999684942
A11128.png,Male,68,22.803549066825266
A15031.png,Male,65,24.340630398199448
A15096.png,Male,63,30.66159483953168
A15110.png,Male,78,24.40340131571117
A15155.png,Male,73,26.646161754888357
A15167.png,Male,64,24.40824326041667
A15172.png,Male,76,33.8567240392653
A15182.png,Male,65,28.053330628229364
A15205.png,Male,62,27.33180947359651
A15210.png,Male,78,35.865173770408155
A15211.png,Male,68,30.17746439469697
A15212.png,Male,64,23.48933189685899
A15243.png,Male,69,21.852068068304977
A15306.png,Male,69,31.301611016761186
A15324.png,Male,71,30.33968912685307
A15336.png,Male,67,29.12252110157144
A15347.png,Male,69,36.17403159955892
A15380.png,Male,64,30.12674596714286
A15385.png,Male,64,23.399638167011016
A15421.png,Male,64,23.74856101013513
A15423.png,Male,64,33.22104942816635
A15491.png,Male,70,30.37470272407408
A15497.png,Male,72,23.240632603224487
A15561.png,Male,71,28.75674882458248
A15580.png,Male,63,35.50289928787879
A15590.png,Male,71,24.13704055752315
A15602.png,Male,70,24.20652224173553
A15612.png,Male,70,31.922629429123663
A15639.png,Male,69,24.682297330747872
A15644.png,Male,66,30.53613146591669
A15655.png,Male,66,23.16876215734864
A15657.png,Male,71,29.52982171392565
A15702.png,Male,69,22.885611828292376
A15776.png,Male,63,30.1207696239635
A15810.png,Male,69,21.47499315782583
A15828.png,Male,63,23.48933189685899
A15829.png,Male,66,20.219961090160684
A15834.png,Male,67,23.216457766635397
A15856.png,Male,73,29.36799829093333
A20093.png,Male,68,24.40824326041667
A20097.png,Male,63,25.838593999684942
A25050.png,Male,67,22.147366285444235
A25088.png,Male,61,26.1338922168242
A25100.png,Male,63,30.33968912685307
A25160.png,Male,64,27.09102945437737
A25186.png,Male,63,20.495113700906668
A25193.png,Male,62,31.866317589988437
A26050.png,Female,68,21.962219545278103
A50005.png,Male,69,20.340202717013884
A50013.png,Male,65,26.2437431536
A50089.png,Male,70,20.37117049969724
A50119.png,Male,67,35.725560204692904
A50173.png,Male,62,22.885611828292376
A50191.png,Male,61,29.52982171392565
A50207.png,Male,86,30.70877940999135
A50229.png,Male,65,30.81800966155525
A50273.png,Male,62,28.791576171077505
A50321.png,Male,69,21.610185345110263
A50324.png,Male,65,30.510304075520835
A50330.png,Male,64,28.118296236
A50367.png,Male,63,25.21188290262865
A50446.png,Male,64,26.49512142848641
A50585.png,Male,66,26.540228590102053
A50669.png,Male,62,20.6583400917551
A50676.png,Male,65,30.67856165403689
A50692.png,Male,71,28.726289548780013
A50716.png,Male,63,23.62385737114052
A50773.png,Male,69,28.405217626163264
A50779.png,Male,66,23.73023650318287
A50844.png,Male,68,31.449260125330817
A50947.png,Male,62,27.31508508538123
A50955.png,Male,73,34.69754051386264
A50993.png,Male,63,28.12437718241782
A51054.png,Male,63,26.62124281644019
A51082.png,Male,72,34.69601521315428
A51149.png,Male,67,25.10562163928572
A51174.png,Male,65,24.779856652616782
A51196.png,Male,64,26.77401744352311
A51233.png,Male,63,34.44075337782249
A51236.png,Male,66,24.40824326041667
A51240.png,Male,66,23.62385737114052
A51322.png,Male,62,24.40340131571117
A51344.png,Male,70,27.31508508538123
A51368.png,Male,64,34.36680651066667
A51372.png,Male,61,27.36425888019032
A51378.png,Male,64,31.00631279962193
A56009.png,Male,64,28.12437718241782
A56059.png,Male,64,26.382338371176573
A56081.png,Male,62,26.62124281644019
A56131.png,Male,64,28.69213901632653
A56136.png,Male,62,28.053330628229364
A57708.png,Male,61,30.33968912685307
A57711.png,Male,70,26.95782601150475
A57980.png,Male,80,22.236407737653064
A60034.png,Male,63,30.84404944255102
A60077.png,Male,69,24.95706766508877
A60096.png,Male,65,34.000184734346945
A60121.png,Male,70,24.949146158154434
A60138.png,Male,65,33.51634764530561
A60145.png,Male,70,24.40824326041667
A60152.png,Male,62,35.39059339126755
A60158.png,Male,64,24.475809331725785
A60166.png,Male,67,32.18750566817896
A60185.png,Male,69,25.10064135330291
A60203.png,Male,66,23.985057293156125
A60218.png,Male,63,27.2575320655102
A60224.png,Male,63,26.442263532118048
A60247.png,Male,65,25.1003484568368
A60264.png,Male,67,23.744104534058923
A60269.png,Male,67,28.118296236000003
A60334.png,Male,69,26.95782601150475
A60338.png,Male,64,31.37580169162865
A60349.png,Male,62,25.98624310825457
A60369.png,Male,68,19.194384114051672
A60441.png,Male,69,22.78102704305555
A60451.png,Male,62,25.764256774884267
A60478.png,Male,64,40.34420373622589
A60491.png,Male,64,35.877583865138405
A60514.png,Male,62,33.24174634768249
A60700.png,Male,62,25.72277991189717
A60767.png,Male,67,27.889601503669912
A60810.png,Male,62,27.31508508538123
A60835.png,Male,71,23.18783109739584
A60862.png,Male,63,24.54284932322952
A60879.png,Male,64,28.586841541261656
A60881.png,Male,62,25.06322145261775
A60925.png,Male,61,28.476283803819445
A60952.png,Male,61,36.76462803383743
A60972.png,Male,63,29.18854280553633
A61038.png,Male,67,24.89869181067053
A61070.png,Male,64,23.74856101013513
A61104.png,Male,65,26.148069596626296
A61136.png,Male,61,22.96050225188166
A61175.png,Male,65,26.78725262719527
A61187.png,Male,70,25.83826508654489
A61191.png,Male,72,35.8256529177686
A61248.png,Male,63,34.722553872069035
A61254.png,Male,64,25.05528735664959
A61270.png,Male,63,31.7941457141837
A61441.png,Male,67,20.219961090160684
A61492.png,Male,62,25.797881390894663
A61541.png,Male,64,23.84560928563777
A61543.png,Male,64,27.19236146607816
A61589.png,Male,62,25.52507399458677
A61629.png,Male,61,30.53613146591669
A61667.png,Male,66,30.33968912685307
A61683.png,Male,64,29.047826690082644
A61697.png,Male,61,27.247625000356432
A61719.png,Male,61,22.424987615500093
A61721.png,Male,65,30.510304075520835
A61897.png,Male,68,24.32378567128028
A62093.png,Male,68,22.499501745934253
A62143.png,Male,74,18.12824097738544
A62145.png,Male,63,24.38831816387755
A62152.png,Male,61,23.399638167011016
A62183.png,Male,62,28.34379382220985
A62222.png,Male,61,25.10064135330291
A62260.png,Male,65,27.404220546335488
A62278.png,Male,63,26.620872176094675
A62372.png,Male,62,24.54384461186343
A62475.png,Male,58,20.91720112775243
A62508.png,Male,76,26.3000932570718
A62511.png,Male,65,25.679464419612245
A62585.png,Male,64,24.89869181067053
A62613.png,Male,63,25.49392192064
A62670.png,Male,61,37.76217469710743
A62674.png,Male,63,28.24094261535813
A62676.png,Male,62,23.56366736905277
A62696.png,Male,63,26.68368928518368
A62709.png,Male,75,24.529275871625337
A62835.png,Male,62,26.540228590102053
A62838.png,Male,64,26.872137759672334
A62907.png,Male,62,25.72277991189717
A63018.png,Male,63,25.38795129439879
A63055.png,Male,67,23.67101468846939
A63057.png,Male,60,33.27609022011834
A63074.png,Male,62,41.86501884026666
A63079.png,Male,63,38.09347001096408
A63110.png,Male,65,30.808944013148285
A63227.png,Male,66,34.57402751467347
A63302.png,Male,61,22.66678982289796
A63323.png,Male,61,21.75388917286253
A63335.png,Male,63,31.41907784845674
A63412.png,Male,65,22.6454256916088
A63416.png,Male,66,33.566377508539944
A63465.png,Male,64,34.69754051386264
A63522.png,Male,60,25.797881390894663
A63557.png,Male,64,26.382338371176573
A63589.png,Male,67,36.67482597732593
A63633.png,Male,66,24.0668046968494
A63684.png,Male,64,28.97017600612609
A63871.png,Male,63,28.61743758930177
A63882.png,Male,64,22.50982434016204
A63900.png,Male,60,23.74856101013513
A63927.png,Male,68,26.05923181112125
A64002.png,Male,71,35.86038002920473
A64004.png,Male,69,25.10064135330291
A64023.png,Male,62,21.15381082569445
A64030.png,Male,65,32.610568415715974
A64086.png,Male,63,26.62124281644019
A64188.png,Male,70,24.38831816387755
A64206.png,Male,70,29.56109461539352
A64229.png,Male,67,33.445205298010386
A64235.png,Male,64,33.82463793147695
A64246.png,Male,64,20.817609127892567
A64284.png,Male,78,24.27230962675429
A64313.png,Male,69,25.08625001765047
A64333.png,Male,63,25.1003484568368
A64349.png,Male,75,27.951915784899413
A64363.png,Male,65,23.73023650318287
A66045.png,Male,64,25.32704483632952
A66171.png,Male,65,23.95911853479617
A66229.png,Male,63,25.21188290262865
A66267.png,Male,64,29.12677155210515
A66271.png,Male,61,28.586841541261656
A66320.png,Male,62,24.32378567128028
A66400.png,Male,66,29.52982171392565
A66460.png,Male,60,22.885611828292376
A66464.png,Male,63,30.26622164291667
A66488.png,Male,60,28.405217626163264
A66507.png,Male,61,24.93188031306229
A67856.png,Male,66,25.10064135330291
A67942.png,Male,65,22.451129210454287
A68069.png,Male,72,25.1003484568368
A68106.png,Male,64,26.984668937905088
A68230.png,Male,62,32.77028176681214
A68344.png,Male,65,33.90130480696191
A68363.png,Male,63,31.94549137972823
A68398.png,Male,66,26.61865377008
A68418.png,Male,63,30.12674596714286
A68566.png,Male,76,25.955350371692308
A68643.png,Male,61,27.404220546335488
A68647.png,Male,61,20.97898594283747
A68728.png,Male,61,40.68040543402777
A68809.png,Male,65,29.55290318681633
A68864.png,Male,64,26.60117136584473
A68998.png,Male,61,23.73211463824446
A69036.png,Male,62,22.236407737653064
A69051.png,Male,69,25.1003484568368
A69085.png,Male,61,30.1207696239635
A70164.png,Male,61,26.56679538548753
A70187.png,Male,61,24.045145426790643
A70206.png,Male,70,21.196097142789128
A70223.png,Male,62,27.041896830456
A70269.png,Male,70,26.62124281644019
A70296.png,Male,61,27.51628254063581
A70343.png,Male,67,29.98132161644515
A70453.png,Male,66,32.63045299388784
A70454.png,Male,69,26.382338371176573
A70470.png,Male,63,32.48280388531821
A70481.png,Male,60,22.885611828292376
A70554.png,Male,64,22.236407737653064
A70562.png,Male,66,35.748068492944284
A70571.png,Male,74,27.39147299224537
A70631.png,Male,63,39.16476975728572
A70646.png,Male,62,30.205201034765626
A70703.png,Male,66,24.38831816387755
A70723.png,Male,61,30.26806725677379
A70764.png,Male,68,28.72507306019284
A70777.png,Male,63,28.97017600612609
A70866.png,Male,60,21.40912074259609
A70869.png,Male,63,21.5191042622449
A70889.png,Male,63,22.13899615457294
A70902.png,Male,77,35.1174655629109
A70905.png,Male,70,27.31508508538123
A70975.png,Male,65,22.803549066825266
A70978.png,Male,60,26.68368928518368
A70983.png,Male,63,25.679464419612245
A70990.png,Male,63,23.32343244884259
A70998.png,Male,65,22.86947323300933
A71033.png,Male,63,20.97898594283747
A71068.png,Male,67,26.540228590102053
A71082.png,Male,68,25.844022275735288
A71170.png,Male,63,27.31508508538123
A71250.png,Male,61,26.984668937905088
A71259.png,Male,63,18.3061824453125
A71264.png,Male,67,24.32378567128028
A71350.png,Male,61,29.28408157885341
A71362.png,Male,75,22.953711213061236
A71429.png,Male,65,26.95782601150475
